name,dataset,#events,XS,weighting,weighting on 1fb-1,boosted_dataset,globalTag,isData,generator
minimal_ZprimeToTprimeT_TprimeToHT_Zp3000Wid_Tp1800Nar_LH,/ZprimeToTprimeT_TprimeToHT_Zp3000WID_Tp1800Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,248954,0.008698,0.00000402,0.000035,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToHT_Zp3000Nar_Tp2100Nar_LH,/ZprimeToTprimeT_TprimeToHT_Zp3000Nar_Tp2100Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,245890,0.251100,0.00000407,0.001021,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToHT_Zp3000Wid_Tp2100Nar_LH,/ZprimeToTprimeT_TprimeToHT_Zp3000WID_Tp2100Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,240460,0.005084,0.00000416,0.000021,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToHT_Zp3500Nar_Tp1800Nar_LH,/ZprimeToTprimeT_TprimeToHT_Zp3500Nar_Tp1800Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,237616,0.157900,0.00000421,0.000665,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToHT_Zp3500Wid_Tp1800Nar_LH,/ZprimeToTprimeT_TprimeToHT_Zp3500WID_Tp1800Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,247972,0.004407,0.00000403,0.000018,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToHT_Zp3500Nar_Tp2100Nar_LH,/ZprimeToTprimeT_TprimeToHT_Zp3500Nar_Tp2100Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,243421,0.124500,0.00000411,0.000511,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToHT_Zp3500Wid_Tp2100Nar_LH,/ZprimeToTprimeT_TprimeToHT_Zp3500WID_Tp2100Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,243392,0.002958,0.00000411,0.000012,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToHT_Zp3500Nar_Tp2500Nar_LH,/ZprimeToTprimeT_TprimeToHT_Zp3500Nar_Tp2500Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,241612,0.078110,0.00000414,0.000323,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToHT_Zp3500Wid_Tp2500Nar_LH,/ZprimeToTprimeT_TprimeToHT_Zp3500WID_Tp2500Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v3/MINIAODSIM,248143,0.001534,0.00000403,0.000006,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToHT_Zp4000Nar_Tp2100Nar_LH,/ZprimeToTprimeT_TprimeToHT_Zp4000Nar_Tp2100Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,243202,0.053310,0.00000411,0.000219,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToHT_Zp4000Wid_Tp2100Nar_LH,/ZprimeToTprimeT_TprimeToHT_Zp4000WID_Tp2100Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,232832,0.001555,0.00000429,0.000007,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToHT_Zp4000Nar_Tp2500Nar_LH,/ZprimeToTprimeT_TprimeToHT_Zp4000Nar_Tp2500Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,245831,0.039500,0.00000407,0.000161,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToHT_Zp4000Wid_Tp2500Nar_LH,/ZprimeToTprimeT_TprimeToHT_Zp4000WID_Tp2500Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,245970,0.000927,0.00000407,0.000004,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToHT_Zp4000Nar_Tp3000Nar_LH,/ZprimeToTprimeT_TprimeToHT_Zp4000Nar_Tp3000Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,237112,0.021330,0.00000422,0.000090,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToHT_Zp4000Wid_Tp3000Nar_LH,/ZprimeToTprimeT_TprimeToHT_Zp4000WID_Tp3000Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,249642,0.000414,0.00000401,0.000002,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
